Date,AllMedia_Headline,Description,Source_Name,Source_Bias,Source_Headline,Source_Link
"March 5th, 2019",b'Migrant Border Crossings Hit 76 000 in February',"More than 76,000 migrants crossed the U.S.-Mexico border illegally in February—the highest number seen during that month in 12 years—with Border Patrol saying the system ""remains at the breaking point.""",Wall Street Journal - News,Center ,b'Record Immigration Surge at the Border',https://www.wsj.com/articles/more-migrant-families-arrested-at-border-in-five-months-than-any-previous-full-year-11551810657
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",National Review,Right ,b'Courts Should Not Defer to Trump\xe2\x80\x99s National-Security Pretext',https://www.nationalreview.com/corner/trump-border-wall-national-security-pretext-courts-should-not-defer/
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",Al Jazeera,Left ,b'What is a national emergency? Can Trump declare one for the wall?',https://www.aljazeera.com/news/2019/02/national-emergency-trump-declare-wall-190214225808895.html
"February 15th, 2019",b'President Trump Declares National Emergency Over Border Wall',"President Trump officially declared a national emergency this morning to gain funds to build the border wall. The funds are not certain however, since the move can still be challenged in court, which Trump himself predicted will happen.",Vox,Left ,b'4 winners and 4 losers from the funding bill and emergency declaration',https://www.vox.com/2019/2/15/18224715/trump-emergency-national-news-border-wall
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,USA TODAY,Center ,"b""Trump's emergency declaration would trigger a drawn out legal fight""",https://www.usatoday.com/story/news/politics/2019/02/14/donald-trump-emergency-border-wall-long-legal-fight/2548526002/
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,Townhall,Right ,"b""Not All Conservatives Are Happy About Trump's National Emergency Declaration""",https://townhall.com/tipsheet/bethbaumann/2019/02/14/not-all-conservatives-are-happy-about-trumps-national-emergency-declaration-n2541522
"February 14th, 2019",b'Trump to Declare National Emergency for Border Wall',President Trump agreed to sign a spending bill to avoid another government shutdown but will declare a national emergency to fund the construction of a wall at the southern border.,NBC News (Online),Left ,"b""'Dangerous.' 'Abuse.' 'Lawless': Bipartisan attack on Trump national emergency declaration""",https://www.nbcnews.com/politics/congress/dangerous-abuse-lawless-bipartisan-attack-trump-national-emergency-declaration-n971826
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,CNN (Web News),Left ,b'Trump intends to sign border deal to avoid another shutdown',https://www.cnn.com/2019/02/13/politics/trump-border-security-deal/index.html
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,Wall Street Journal - News,Center ,b'Trump Is Expected to Sign Border-Security Deal',https://www.wsj.com/articles/trump-is-expected-to-sign-border-security-deal-11550064070
"February 13th, 2019",b'President Trump Intends To Sign Border Deal',President Trump is expected to sign the border deal that will keep the government open and provide $1.38 billion for physical barriers.,Washington Times,Right ,"b""Trump says he has other 'options' for paying for border wall""",https://www.washingtontimes.com/news/2019/feb/13/donald-trump-likely-sign-border-deal-avoid-governm/
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,Fox News (Online),Right ,b'Trump\xe2\x80\x99s immigration offer brings sharp reactions from Dems and GOP',https://www.foxnews.com/politics/trumps-immigration-offer-brings-polarized-reactions-from-dems-and-gop
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,BBC News,Center ,"b""US shutdown: Trump angered by Democrat rejection of 'compromise'""",https://www.bbc.com/news/world-us-canada-46939305
"January 20th, 2019",b'Democrats Reject Trump s Latest Border Wall Proposal',President Trump has offered about 1 million immigrants a three-year extension for protection from deportation in exchange for $5.7 billion in funding for a wall along the southern border.,CNN (Web News),Left ,"b""Democratic lawmakers reject Trump's latest immigration proposal""",https://www.cnn.com/2019/01/19/politics/trump-border-wall-shutdown-congress-reaction/index.html
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",Washington Times,Right ,"b""Schumer: 'Trump is a terrible negotiator'""",https://www.washingtontimes.com/news/2019/jan/4/schumer-trump-terrible-negotiator/
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",New York Times (Online News),Left ,b'McConnell Faces Pressure From Republicans to Stop Avoiding Shutdown Fight',https://www.nytimes.com/2019/01/03/us/politics/mcconnell-senate-republicans-shutdown.html
"January 4th, 2019",b'Trump Congressional Leaders Meet Amid Government Shutdown',"President Trump and congressional leaders are meeting amid the government shutdown after House Democrats passed a temporary funding bill on Thursday evening without money for a border wall, which Senate Republicans have refused to put to a vote.",Reuters,Center ,"b'Trump, Democrats dig in ahead of meeting on government shutdown'",https://www.reuters.com/article/us-usa-shutdown/trump-democrats-dig-in-ahead-of-meeting-on-government-shutdown-idUSKCN1OY0D3
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",Fox News (Online),Right ,"b'Trump to Pelosi on shutdown, border wall: \xe2\x80\x98Let\xe2\x80\x99s make a deal\xe2\x80\x99'",https://www.foxnews.com/politics/trump-to-pelosi-on-shutdown-border-wall-lets-make-a-deal
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",ABC News (Online),Left ,"b""Trump taunts Pelosi about border wall; invites party leaders to 'border security' meeting""",https://abcnews.go.com/Politics/trump-taunts-pelosi-border-wall-invites-party-leaders/story
"January 1st, 2019",b'Trump Invites Congressional Leaders to White House for Border Security Meeting',"President Trump has invited congressional leaders from both parties to the White House for a meeting Wednesday on border security as the partial government shutdown continues over funding for a border wall. ""Border Security and the Wall 'thing' and Shutdown is not where Nancy Pelosi wanted to start her tenure as Speaker! Let's make a deal?"" he tweeted.",Reuters,Center ,b'Trump invites congressional leaders to border security briefing',https://www.reuters.com/article/us-usa-shutdown-trump/trump-invites-congressional-leaders-to-border-security-briefing-idUSKCN1OV1R2
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Wall Street Journal - News,Center ,b'House Democrats Lay Out Plan to Reopen Government by Carving Out Wall Fight',https://www.wsj.com/articles/house-democrats-will-introduce-package-of-six-spending-bills-11546273005
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Washington Post,Left ,"b'House Democrats ready strategy to reopen government, deny Trump wall money'",https://www.washingtonpost.com/business/economy/house-dems-ready-strategy-to-re-open-government-upon-assuming-control/2018/12/31/bfe4773a-0d16-11e9-84fc-d58c33d6c8c7_story.html
"December 31st, 2018",b'Democrats Unveil Plan to End Government Shutdown',"House Democrats have unveiled a temporary spending bill to end the partial government shutdown, although some say it is unlikely to succeed as it does not allot $5 billion for President Trump's border wall.",Washington Times,Right ,"b""Dems' plan to end shutdown punts border battle into February""",https://www.washingtontimes.com/news/2018/dec/31/democrats-announce-plan-end-shutdown/
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",Politico,Left ,"b""Border chief: Agents 'did everything they could' to prevent child migrants' deaths""",https://www.politico.com/story/2018/12/30/border-chief-child-migrants-die-1076885
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",NPR Online News,Center ,b'Trump Blames Democrats For Deaths Of Migrant Kids As DHS Secretary Visits Border',https://www.npr.org/2018/12/29/680932809/trump-blames-democrats-for-deaths-of-migrant-kids-as-dhs-secretary-visits-border
"December 30th, 2018",b'Two Guatemalan Children Die in Government Custody',"Two Guatemalan children passed away earlier this month while in government custody. The border patrol chief said they did ""absolutely everything they could” to prevent these tragedies from occurring, while President Trump blames Democrats for the deaths.",Washington Times,Right ,b'Trump blames Democrats for deaths of migrant children at border',https://www.washingtontimes.com/news/2018/dec/29/donald-trump-blames-democrats-deaths-migrant-child/
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",CBS News,Left ,"b'Trump threatens to close southern border, says it would be a ""profit making operation""'",https://www.cbsnews.com/news/president-trump-threatens-to-close-border-says-it-would-be-a-profit-making-operation-today-2018-12-28/
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",Fox News (Online),Right ,"b'Trump threatens to close border, terminate trade deals, cut aid unless wall is funded'",https://www.foxnews.com/politics/trump-threatens-to-close-border-terminate-trade-deals-cut-aid-unless-wall-is-funded
"December 28th, 2018",b'Trump Threatens to Close Southern Border If Wall Is Not Funded',"President Trump threatened to close the U.S.-Mexico border, cut aid to Central American countries, and reduce trade with Mexico if Democrats do not agree to fund a border wall.",USA TODAY,Center ,"b'Donald Trump, venting fury over budget fight, threatens to close U.S.-Mexico border'",https://www.usatoday.com/story/news/politics/2018/12/28/donald-trump-threatens-close-u-s-mexico-border/2430052002/
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",Washington Times,Right ,"b""DHS begs for help, orders full review after second migrant child's death""",https://www.washingtontimes.com/news/2018/dec/26/dhs-begs-help-orders-full-review-after-second-migr/
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",CNN (Web News),Left ,"b'The final days of Felipe Alonzo-Gomez, the 8-year-old migrant who died in US custody'",https://www.cnn.com/2018/12/26/us/cbp-timeline-guatemala-boy-dies/index.html
"December 26th, 2018",b'Second Migrant Child Dies At U S Border',"A second child has died while in custody this month at the U.S. border, and CPB will be conducting health checks.",USA TODAY,Center ,b'Medical checks ordered for all kids held in US custody after death of 2nd immigrant child this month',https://www.usatoday.com/story/news/nation/2018/12/26/guatemalan-boy-death-medical-checks-immigrant-children-custody/2413058002/
"December 21st, 2018",b'House Passes Temporary Spending Bill With 5 7 Billion for Border Wall',"The House passed a temporary spending bill with $5.7 billion for a border wall, with President Trump saying that a partial government shutdown would last ""for a very long time” if the Senate does not approve the measure.",Washington Post,Left ,b'Trump warns of a \xe2\x80\x98very long\xe2\x80\x99 government shutdown if Democrats oppose bill that includes border wall money',https://www.washingtonpost.com/politics/trump-leans-on-mcconnell-to-pass-spending-bill-with-border-funding-in-senate/2018/12/21/31bb453a-0517-11e9-b5df-5d3874f1ac36_story.html
"December 21st, 2018",b'House Passes Temporary Spending Bill With 5 7 Billion for Border Wall',"The House passed a temporary spending bill with $5.7 billion for a border wall, with President Trump saying that a partial government shutdown would last ""for a very long time” if the Senate does not approve the measure.",The Hill,Center ,"b""House passes stopgap bill with $5B in funding for Trump's wall""",https://thehill.com/homenews/house/422387-house-passes-stopgap-bill-with-5b-in-wall-funding
"December 21st, 2018",b'House Passes Temporary Spending Bill With 5 7 Billion for Border Wall',"The House passed a temporary spending bill with $5.7 billion for a border wall, with President Trump saying that a partial government shutdown would last ""for a very long time” if the Senate does not approve the measure.",The Daily Caller,Right ,b'Trump Orders McConnell to \xe2\x80\x98Go Nuclear\xe2\x80\x99 to Get the Wall',https://dailycaller.com/2018/12/21/trump-nuclear-option-border-wall-funding/
"December 20th, 2018",b'Trump Rejects Spending Bill Heightening Risk of Government Shutdown',"President Trump said he will not sign the temporary spending bill passed by the Senate as it does not include funding for a border wall, increasing the risk of a partial government shutdown.",Reuters,Center ,"b'Trump demands wall funding, increasing threat of U.S. government shutdown'",https://www.reuters.com/article/us-usa-congress-budget/trump-balks-at-government-funding-bill-raising-shutdown-fears-idUSKCN1OJ188
"December 20th, 2018",b'Trump Rejects Spending Bill Heightening Risk of Government Shutdown',"President Trump said he will not sign the temporary spending bill passed by the Senate as it does not include funding for a border wall, increasing the risk of a partial government shutdown.",Townhall,Right ,b'President Trump Will Win The Shutdown Showdown',https://townhall.com/columnists/harlanhill/2018/12/20/president-trump-will-win-the-shutdown-showdown-n2537863
"December 20th, 2018",b'Trump Rejects Spending Bill Heightening Risk of Government Shutdown',"President Trump said he will not sign the temporary spending bill passed by the Senate as it does not include funding for a border wall, increasing the risk of a partial government shutdown.",Vox,Left ,b'The House is scrambling to avoid a partial shutdown after Trump throws negotiations into chaos',https://www.vox.com/2018/12/20/18150263/house-republicans-trump-border-wall-government-shutdown
"December 17th, 2018",b'Partial Government Shutdown Looms Over Border Wall Fight',"White House senior adviser Stephen Miller told CBS on Sunday that President Trump will ""absolutely"" shut down the government if he does not receive funding for a border wall, while Democratic Sen. Chuck Schumer said that the president will not get a wall ""in any form.""",Vox,Left ,b'Stephen Miller says Trump is \xe2\x80\x9cabsolutely\xe2\x80\x9d willing to shut down the government over border wall funding',https://www.vox.com/2018/12/16/18143347/stephen-miller-trump-government-shutdown-border-wall-funding
"December 17th, 2018",b'Partial Government Shutdown Looms Over Border Wall Fight',"White House senior adviser Stephen Miller told CBS on Sunday that President Trump will ""absolutely"" shut down the government if he does not receive funding for a border wall, while Democratic Sen. Chuck Schumer said that the president will not get a wall ""in any form.""",USA TODAY,Center ,"b""Americans' message to Washington on the looming shutdown: Don't""",https://www.usatoday.com/story/news/politics/2018/12/17/poll-americans-blame-trump-gop-shutdown-over-wall-dispute/2334326002/
"December 17th, 2018",b'Partial Government Shutdown Looms Over Border Wall Fight',"White House senior adviser Stephen Miller told CBS on Sunday that President Trump will ""absolutely"" shut down the government if he does not receive funding for a border wall, while Democratic Sen. Chuck Schumer said that the president will not get a wall ""in any form.""",Washington Times,Right ,"b""Dems defy Trump shutdown threat: 'He is not going to get the wall in any form'""",https://www.washingtontimes.com/news/2018/dec/16/chuck-schumer-democrats-defy-trump-government-shut/
"December 11th, 2018",b'Trump Spars With Pelosi and Schumer Over Border Wall Funding',"President Trump clashed with Nancy Pelosi and Chuck Schumer in an Oval Office meeting on Tuesday, with Trump saying that he would be ""proud to shut down the government for border security” if he does not receive funding for a wall.",Daily Beast,Left ,b'Trump Throws Down With Pelosi and Schumer Over Border Wall: \xe2\x80\x98I Am Proud to Shut Down the Government\xe2\x80\x99',https://www.thedailybeast.com/trump-schumer-pelosi-devolve-into-shouting-match-during-oval-office-meeting
"December 11th, 2018",b'Trump Spars With Pelosi and Schumer Over Border Wall Funding',"President Trump clashed with Nancy Pelosi and Chuck Schumer in an Oval Office meeting on Tuesday, with Trump saying that he would be ""proud to shut down the government for border security” if he does not receive funding for a wall.",Washington Examiner,Right ,"b'Trump feuds openly with Pelosi, Schumer as border fight explodes in White House'",https://www.washingtonexaminer.com/news/trump-feuds-openly-with-pelosi-schumer-as-border-fight-explodes-in-white-house
"December 11th, 2018",b'Trump Spars With Pelosi and Schumer Over Border Wall Funding',"President Trump clashed with Nancy Pelosi and Chuck Schumer in an Oval Office meeting on Tuesday, with Trump saying that he would be ""proud to shut down the government for border security” if he does not receive funding for a wall.",Reuters,Center ,"b'Trump, top Democrats clash on border wall in rare Oval Office fight'",https://www.reuters.com/article/us-usa-trump-congress/trump-top-democrats-clash-on-border-wall-in-rare-oval-office-fight-idUSKBN1OA1CF
"December 11th, 2018",b'Trump Pushes For Border Wall Prior To Meeting With Top Democrats',President Trump suggests that he may utilize the military to build the border wall ahead of a meeting with Chuck Schumer and Nancy Pelosi.,Fox News (Online),Right ,"b'Trump threatens to have military build border wall if Pelosi, Schumer won\xe2\x80\x99t budge'",https://www.foxnews.com/politics/trump-threatens-to-have-military-build-border-wall-if-pelosi-schumer-wont-budge
"December 11th, 2018",b'Trump Pushes For Border Wall Prior To Meeting With Top Democrats',President Trump suggests that he may utilize the military to build the border wall ahead of a meeting with Chuck Schumer and Nancy Pelosi.,Reuters,Center ,b'Trump presses border wall ahead of meeting with top Democrats',https://www.reuters.com/article/us-usa-trump-congress/trump-presses-border-wall-ahead-of-meeting-with-top-democrats-idUSKBN1OA1CF
"December 11th, 2018",b'Trump Pushes For Border Wall Prior To Meeting With Top Democrats',President Trump suggests that he may utilize the military to build the border wall ahead of a meeting with Chuck Schumer and Nancy Pelosi.,Politico,Left ,"b""Trump insists border wall 'will get built' ahead of meeting with Dem leaders""",https://www.politico.com/story/2018/12/11/trump-border-wall-congress-budget-1055433
"November 30th, 2018",b'Federal Judge Rules Against Trump Administration in Lawsuit Over Sanctuary City Funding',A federal judge has ruled against the Trump administration's executive order that withheld grant funding from law enforcement in sanctuary cities.,New York Post,Right ,b'Trump sanctuary cities policies hit with another setback',https://nypost.com/2018/11/30/trump-sanctuary-cities-policies-hit-with-another-setback/
"November 30th, 2018",b'Federal Judge Rules Against Trump Administration in Lawsuit Over Sanctuary City Funding',A federal judge has ruled against the Trump administration's executive order that withheld grant funding from law enforcement in sanctuary cities.,The Hill,Center ,b'Federal judge in New York rules against Trump in sanctuary cities case',https://thehill.com/regulation/court-battles/419146-judge-sides-with-sanctuary-cities-over-trump
"November 30th, 2018",b'Federal Judge Rules Against Trump Administration in Lawsuit Over Sanctuary City Funding',A federal judge has ruled against the Trump administration's executive order that withheld grant funding from law enforcement in sanctuary cities.,Splinter,Left ,b'Trump Loses Another Court Battle Over Sanctuary Cities',https://splinternews.com/trump-loses-another-court-battle-over-sanctuary-cities-1830775931
"November 26th, 2018",b'Trump Threatens to Close the U S Mexico Border Permanently Amid Increasing Tensions',President Trump threatened to permanently shut down the U.S.-Mexico border while urging Mexico to deport migrants seeking to enter the United States.,The Hill,Center ,"b""Trump threatens to 'close the border permanently' amid heightened tensions""",https://thehill.com/homenews/administration/418184-trump-threatens-to-permanently-close-border-amid-escalating-tensions
"November 26th, 2018",b'Trump Threatens to Close the U S Mexico Border Permanently Amid Increasing Tensions',President Trump threatened to permanently shut down the U.S.-Mexico border while urging Mexico to deport migrants seeking to enter the United States.,CNN (Web News),Left ,b'Trump seizes on border unrest ahead of perilous month',https://www.cnn.com/2018/11/26/politics/donald-trump-robert-mueller-democrats-congress-g20-december/index.html
"November 26th, 2018",b'Trump Threatens to Close the U S Mexico Border Permanently Amid Increasing Tensions',President Trump threatened to permanently shut down the U.S.-Mexico border while urging Mexico to deport migrants seeking to enter the United States.,Fox News (Online),Right ,b'Trump tells Mexico to ship migrants home or see border permanently closed',https://www.foxnews.com/politics/trump-tells-mexico-to-ship-migrants-home-or-see-border-permanently-closed
"November 25th, 2018",b'Mexico Officials Deny Claim that a US Border Deal has Been Reached',Mexico's incoming foreign minister has said a deal has not been reached and there is still discussion on how to deal with migrants traveling to the United States. This claim contradicts President Donald Trump's latest tweets where he said migrants would not be allowed entry until their claims were approved.,BBC News,Center ,b'Migrant caravan: Mexican officials deny US border deal',https://www.bbc.com/news/world-us-canada-46333119
"November 25th, 2018",b'Mexico Officials Deny Claim that a US Border Deal has Been Reached',Mexico's incoming foreign minister has said a deal has not been reached and there is still discussion on how to deal with migrants traveling to the United States. This claim contradicts President Donald Trump's latest tweets where he said migrants would not be allowed entry until their claims were approved.,HuffPost,Left ,"b'Contradicting Trump, Incoming Mexico Gov\xe2\x80\x99t Denies Making Deal To Host Asylum Seekers'",https://www.huffingtonpost.com/entry/mexico-asylum-migrant-deal-trump_us_5bfa5d83e4b0eb6d930f3155
"November 25th, 2018",b'Mexico Officials Deny Claim that a US Border Deal has Been Reached',Mexico's incoming foreign minister has said a deal has not been reached and there is still discussion on how to deal with migrants traveling to the United States. This claim contradicts President Donald Trump's latest tweets where he said migrants would not be allowed entry until their claims were approved.,Fox News (Online),Right ,"b'Mexico denies deal with White House on migrants, as Trump threatens to close entire border'",https://www.foxnews.com/politics/mexico-denies-deal-with-white-house-on-migrants-as-trump-threatens-to-close-entire-border
"November 23rd, 2018",b'Migrants Wait To Cross US Mexico Border',"As migrants wait to cross at the US-Mexico border, tensions rise and questions rise over asylum claims.",Reuters,Center ,"b'Tensions rise at U.S.-Mexico border as migrants, holiday travelers wait to cross'",https://www.reuters.com/article/us-usa-immigration-caravan/tensions-rise-at-u-s-mexico-border-as-migrants-holiday-travelers-wait-to-cross-idUSKCN1NS01A
"November 23rd, 2018",b'Migrants Wait To Cross US Mexico Border',"As migrants wait to cross at the US-Mexico border, tensions rise and questions rise over asylum claims.",Los Angeles Times,Left ,b'Why and how are asylum seekers entering the U.S.?',https://www.latimes.com/world/la-fg-asylum-seekers-qa-20181122-story.html
"November 23rd, 2018",b'Migrants Wait To Cross US Mexico Border',"As migrants wait to cross at the US-Mexico border, tensions rise and questions rise over asylum claims.",Fox News (Online),Right ,"b'Small group breaks from caravan, within 500 feet of US border, report says'",https://www.foxnews.com/us/small-group-breaks-from-caravan-within-500-feet-of-us-border-report-says
"November 20th, 2018",b'Judge Rules Asylum Claims Must Be Accepted',"Judge Jon S. Tigar of the United States District Court in San Francisco issued a temporary restraining order stating that asylum seekers can make claims at any point along the U.S. border, not just at certain points, which the White House had previously announced.",Townhall,Right ,b'A Judge Just Ruled Asylum Claims Must Be Accepted Anywhere Along Border',https://townhall.com/tipsheet/cortneyobrien/2018/11/20/judge-asylum-n2536253
"November 20th, 2018",b'Judge Rules Asylum Claims Must Be Accepted',"Judge Jon S. Tigar of the United States District Court in San Francisco issued a temporary restraining order stating that asylum seekers can make claims at any point along the U.S. border, not just at certain points, which the White House had previously announced.",New York Times (Online News),Left ,b'Federal Judge Blocks Trump\xe2\x80\x99s Proclamation Targeting Some Asylum Seekers',https://www.nytimes.com/2018/11/20/us/judge-denies-trump-asylum-policy.html
"November 20th, 2018",b'Judge Rules Asylum Claims Must Be Accepted',"Judge Jon S. Tigar of the United States District Court in San Francisco issued a temporary restraining order stating that asylum seekers can make claims at any point along the U.S. border, not just at certain points, which the White House had previously announced.",USA TODAY,Center ,"b""Federal judge blocks Trump's new asylum rules: 'He may not rewrite the immigration laws'""",https://www.usatoday.com/story/news/world/2018/11/19/federal-judge-blocks-trumps-new-asylum-rules-migrant-caravan/2060994002/
"November 2nd, 2018",b'Trump s Controversial Immigration Ad Incorrectly Blames Democrats for Illegal Immigrant s Rampage',"President Trump's new midterms ad on immigration sparked controversy this week over allegations of racism, with many pointing out it incorrectly blames Democrats for allowing Luis Bracamontes, an undocumented immigrant who was eventually convicted of murdering two sheriff's deputies, back into the country. He was readmitted to the U.S. while President George W. Bush was in office. Some have also said that Democrats are too eager to push back on Trump's immigration rhetoric, and by doing so, they reinforce the misconception that the party wants open borders.",CNN (Web News),Left ,b'Trump shocks with racist new ad days before midterms',https://www.cnn.com/2018/10/31/politics/donald-trump-immigration-paul-ryan-midterms/index.html
"November 2nd, 2018",b'Trump s Controversial Immigration Ad Incorrectly Blames Democrats for Illegal Immigrant s Rampage',"President Trump's new midterms ad on immigration sparked controversy this week over allegations of racism, with many pointing out it incorrectly blames Democrats for allowing Luis Bracamontes, an undocumented immigrant who was eventually convicted of murdering two sheriff's deputies, back into the country. He was readmitted to the U.S. while President George W. Bush was in office. Some have also said that Democrats are too eager to push back on Trump's immigration rhetoric, and by doing so, they reinforce the misconception that the party wants open borders.",The Hill,Center ,"b""Cop-killer in Trump's campaign ad came back to the US under Bush""",https://thehill.com/homenews/campaign/414380-cop-killer-in-trumps-new-ad-actually-came-back-to-the-us-under-bush
"November 2nd, 2018",b'Trump s Controversial Immigration Ad Incorrectly Blames Democrats for Illegal Immigrant s Rampage',"President Trump's new midterms ad on immigration sparked controversy this week over allegations of racism, with many pointing out it incorrectly blames Democrats for allowing Luis Bracamontes, an undocumented immigrant who was eventually convicted of murdering two sheriff's deputies, back into the country. He was readmitted to the U.S. while President George W. Bush was in office. Some have also said that Democrats are too eager to push back on Trump's immigration rhetoric, and by doing so, they reinforce the misconception that the party wants open borders.",Washington Examiner,Right ,b'Democrats take the immigration bait',https://www.washingtonexaminer.com/opinion/democrats-take-the-immigration-bait
"November 1st, 2018",b'Trump Says Up to 15 000 Troops Will Go to Border Ahead of Migrant Caravan',"President Trump said he will send up to 15,000 troops to the southern border ahead of the migrant caravan making its way to the U.S. through Mexico. The Pentagon had previously announced that 5,200 active duty troops would be deployed in addition to 2,100 National Guardsmen.",Wall Street Journal - News,Center ,"b'Trump Calls for Up to 15,000 Troops at Border as Election Nears'",https://www.wsj.com/articles/mattis-defends-troop-deployment-to-mexican-border-1541015382
"November 1st, 2018",b'Trump Says Up to 15 000 Troops Will Go to Border Ahead of Migrant Caravan',"President Trump said he will send up to 15,000 troops to the southern border ahead of the migrant caravan making its way to the U.S. through Mexico. The Pentagon had previously announced that 5,200 active duty troops would be deployed in addition to 2,100 National Guardsmen.",National Review,Right ,"b'Trump Says Border Troops Could Reach 15,000, Catching Pentagon Off Guard'",https://www.nationalreview.com/news/donald-trump-border-troops-could-reach-15000/
"November 1st, 2018",b'Trump Says Up to 15 000 Troops Will Go to Border Ahead of Migrant Caravan',"President Trump said he will send up to 15,000 troops to the southern border ahead of the migrant caravan making its way to the U.S. through Mexico. The Pentagon had previously announced that 5,200 active duty troops would be deployed in addition to 2,100 National Guardsmen.",NBC News (Online),Left ,"b'Trump says he could send as many as 15,000 troops to the border'",https://www.nbcnews.com/politics/white-house/trump-says-he-could-send-many-15-000-troops-border-n929446
"October 30th, 2018",b'Trump Considering Executive Order To End Birthright Citizenship',President Trump says the law offering citizenship to babies of non-citizens needs to end and is considering an Executive order that would remove that right.,HuffPost,Left ,b'Trump Wants To Order End To Birthright Citizenship',https://www.huffingtonpost.com/entry/trump-executive-order-end-birthright-citizenship_us_5bd82b10e4b07427610ae4f4
"October 30th, 2018",b'Trump Considering Executive Order To End Birthright Citizenship',President Trump says the law offering citizenship to babies of non-citizens needs to end and is considering an Executive order that would remove that right.,Guest Writer - Right,Right ,b'OPINION: Ending Birthright Citizenship Is No Panacea',https://www.nationalreview.com/corner/ending-birthright-citizenship-donald-trumps-immigration-plan/
"October 30th, 2018",b'Trump Considering Executive Order To End Birthright Citizenship',President Trump says the law offering citizenship to babies of non-citizens needs to end and is considering an Executive order that would remove that right.,Axios,Center ,b'Trump targeting birthright citizenship with executive order',https://www.axios.com/trump-birthright-citizenship-executive-order-0cf4285a-16c6-48f2-a933-bd71fd72ea82.html
